edon,tla,actor,govlevel,stage,Cost Function,Population Deviation,Compactness,Violation Range,Indigenous Districts,splits
26,son,PRI,CLV,2,4.100105,1.190398,2.909707,0,0,0
26,son,PNA,CLV,2,4.100105,1.190398,2.909707,0,0,0
26,son,PT,CLV,2,4.100105,1.190398,2.909707,0,0,0
26,son,PVEM,CLV,2,4.100105,1.190398,2.909707,0,0,0
26,son,ES,CLV,2,4.100105,1.190398,2.909707,0,0,0
26,son,INE,CNV,3,3.463902,0.714002,2.7499,0,0,0
26,son,PAN,CLV,4,3.859115,0.921583,2.937532,0,0,0
26,son,PRI,CLV,4,3.859115,0.921583,2.937532,0,0,0
26,son,PRD,CLV,4,3.859115,0.921583,2.937532,0,0,0
26,son,PT,CLV,4,3.859115,0.921583,2.937532,0,0,0
26,son,PVEM,CLV,4,3.859115,0.921583,2.937532,0,0,0
26,son,MC,CLV,4,3.859115,0.921583,2.937532,0,0,0
26,son,PNA,CLV,4,3.859115,0.921583,2.937532,0,0,0
26,son,ES,CLV,4,3.859115,0.921583,2.937532,0,0,0
26,son,INE,CNV,5,3.859115,0.921583,2.937532,0,0,0
27,tab,Algorithm,CNV,1,4.826749,1.726391,3.100358,0,0,3
27,tab,PAN,CLV,2,5.808288,2.679302,3.128986,0,0,1
27,tab,PRI,CLV,2,5.808288,2.679302,3.128986,0,0,1
27,tab,PRD,CLV,2,5.808288,2.679302,3.128986,0,0,1
27,tab,PT,CLV,2,5.808288,2.679302,3.128986,0,0,1
27,tab,PVEM,CLV,2,5.808288,2.679302,3.128986,0,0,1
27,tab,MC,CLV,2,5.808288,2.679302,3.128986,0,0,1
27,tab,PNA,CLV,2,5.808288,2.679302,3.128986,0,0,1
27,tab,MORENA,CLV,2,5.808288,2.679302,3.128986,0,0,1
27,tab,ES,CLV,2,5.808288,2.679302,3.128986,0,0,1
27,tab,INE,CNV,3,5.808288,2.679302,3.128986,0,0,1
27,tab,PAN,CLV,4,5.808288,2.679302,3.128986,0,0,1
27,tab,PRI,CLV,4,5.808288,2.679302,3.128986,0,0,1
27,tab,PRD,CLV,4,5.808288,2.679302,3.128986,0,0,1
27,tab,PT,CLV,4,5.808288,2.679302,3.128986,0,0,1
27,tab,PVEM,CLV,4,5.808288,2.679302,3.128986,0,0,1
27,tab,MC,CLV,4,5.808288,2.679302,3.128986,0,0,1
27,tab,PNA,CLV,4,5.808288,2.679302,3.128986,0,0,1
27,tab,MORENA,CLV,4,5.808288,2.679302,3.128986,0,0,1
27,tab,ES,CLV,4,5.808288,2.679302,3.128986,0,0,1
27,tab,INE,CNV,5,5.808288,2.679302,3.128986,0,0,1
28,tam,Algorithm,CNV,1,3.675086,0.645907,3.029179,0,0,4
28,tam,PRI,CLV,2,4.071941,1.204324,2.867617,0,0,4
28,tam,PVEM,CLV,2,4.071941,1.204324,2.867617,0,0,4
28,tam,MC,CLV,2,4.071941,1.204324,2.867617,0,0,4
28,tam,PNA,CLV,2,4.071941,1.204324,2.867617,0,0,4
28,tam,ES,CLV,2,4.071941,1.204324,2.867617,0,0,4
28,tam,INE,CNV,3,3.675086,0.645907,3.029179,0,0,4
28,tam,PRD,CNV,4,3.409213,0.723227,2.685986,0,0,4
28,tam,PAN,CLV,4,3.688162,1.01317,2.674992,0,0,4
28,tam,PRI,CLV,4,3.688162,1.01317,2.674992,0,0,4
28,tam,PRD,CLV,4,3.688162,1.01317,2.674992,0,0,4
28,tam,PT,CLV,4,3.688162,1.01317,2.674992,0,0,4
28,tam,PVEM,CLV,4,3.688162,1.01317,2.674992,0,0,4
28,tam,MC,CLV,4,3.688162,1.01317,2.674992,0,0,4
28,tam,PNA,CLV,4,3.688162,1.01317,2.674992,0,0,4
28,tam,ES,CLV,4,3.688162,1.01317,2.674992,0,0,4
28,tam,INE,CNV,5,3.688162,1.01317,2.674992,0,0,4
29,tla,Algorithm,CNV,1,0.9817,0.001547,0.980153,0,0,0
29,tla,PAN,CLV,2,1.051738,0.119858,0.93188,0,0,0
29,tla,PRI,CLV,2,1.051738,0.119858,0.93188,0,0,0
29,tla,PRD,CLV,2,1.051738,0.119858,0.93188,0,0,0
29,tla,PT,CLV,2,1.051738,0.119858,0.93188,0,0,0
29,tla,PVEM,CLV,2,1.051738,0.119858,0.93188,0,0,0
29,tla,MC,CLV,2,1.051738,0.119858,0.93188,0,0,0
29,tla,PNA,CLV,2,1.051738,0.119858,0.93188,0,0,0
29,tla,MORENA,CLV,2,1.051738,0.119858,0.93188,0,0,0
29,tla,ES,CLV,2,1.051738,0.119858,0.93188,0,0,0
29,tla,INE,CNV,3,0.9817,0.001547,0.980153,0,0,0
29,tla,PAN,CLV,4,1.051738,0.119858,0.93188,0,0,0
29,tla,PVEM,CLV,4,1.051738,0.119858,0.93188,0,0,0
29,tla,PRI,CLV,4,1.200279,0.141083,1.059196,0,0,0
29,tla,PRD,CLV,4,1.200279,0.141083,1.059196,0,0,0
29,tla,PT,CLV,4,1.200279,0.141083,1.059196,0,0,0
29,tla,MC,CLV,4,1.200279,0.141083,1.059196,0,0,0
29,tla,PNA,CLV,4,1.200279,0.141083,1.059196,0,0,0
29,tla,MORENA,CLV,4,1.200279,0.141083,1.059196,0,0,0
29,tla,ES,CLV,4,1.200279,0.141083,1.059196,0,0,0
29,tla,INE,CNV,5,0.9817,0.001547,0.980153,0,0,0
30,ver,Algorithm,CNV,1,13.037998,2.548993,10.489005,0,3,4
30,ver,PAN,CLV,2,13.861966,4.163133,9.698833,0,3,2
30,ver,PRD,CLV,2,13.861966,4.163133,9.698833,0,3,2
30,ver,PT,CLV,2,13.861966,4.163133,9.698833,0,3,2
30,ver,PVEM,CLV,2,13.861966,4.163133,9.698833,0,3,2
30,ver,MC,CLV,2,13.861966,4.163133,9.698833,0,3,2
30,ver,MORENA,CLV,2,13.861966,4.163133,9.698833,0,3,2
30,ver,ES,CLV,2,13.861966,4.163133,9.698833,0,3,2
30,ver,PRI,CLV,2,17.755602,8.299995,9.455607,0,3,2
30,ver,INE,CNV,3,13.861966,4.163133,9.698833,0,3,2
30,ver,PVEM,CNV,4,13.183053,2.858034,10.325019,0,3,2
30,ver,PRD,CNV,4,13.314628,3.462494,9.852134,0,3,2
30,ver,PRI,CNV,4,13.714802,3.125776,10.589026,0,3,2
30,ver,PAN,CLV,4,13.861966,4.163133,9.698833,0,3,2
30,ver,PRI,CLV,4,13.861966,4.163133,9.698833,0,3,2
30,ver,PRD,CLV,4,13.861966,4.163133,9.698833,0,3,2
30,ver,PT,CLV,4,13.861966,4.163133,9.698833,0,3,2
30,ver,PVEM,CLV,4,13.861966,4.163133,9.698833,0,3,2
30,ver,MC,CLV,4,13.861966,4.163133,9.698833,0,3,2
30,ver,PNA,CLV,4,13.861966,4.163133,9.698833,0,3,2
30,ver,MORENA,CLV,4,13.861966,4.163133,9.698833,0,3,2
30,ver,ES,CLV,4,13.861966,4.163133,9.698833,0,3,2
30,ver,INE,CNV,5,13.183053,2.858034,10.325019,0,3,2
31,yuc,Algorithm,CNV,1,1.536384,0.319756,1.216628,0,3,0
31,yuc,PAN,CNV,2,1.536384,0.319756,1.216628,0,3,0
31,yuc,PNA,CNV,2,1.536384,0.319756,1.216628,0,3,0
31,yuc,PRI,CNV,2,1.666315,0.320955,1.34536,0,3,0
31,yuc,PVEM,CNV,2,1.688542,0.315148,1.373394,0,3,0
31,yuc,MC,CNV,2,1.749147,0.318172,1.430975,0,3,0
31,yuc,PT,CNV,2,1.749887,0.367344,1.382544,0,3,0
31,yuc,PRD,CNV,2,1.797879,0.318714,1.479165,0,3,0
31,yuc,MORENA,CNV,2,1.911076,0.313923,1.597153,0,3,0
31,yuc,INE,CNV,3,1.536384,0.319756,1.216628,0,3,0
31,yuc,PAN,CLV,4,1.705184,0.326603,1.37858,0,3,0
31,yuc,PRI,CLV,4,1.705184,0.326603,1.37858,0,3,0
31,yuc,PRD,CLV,4,1.705184,0.326603,1.37858,0,3,0
31,yuc,PT,CLV,4,1.705184,0.326603,1.37858,0,3,0
31,yuc,PVEM,CLV,4,1.705184,0.326603,1.37858,0,3,0
31,yuc,MC,CLV,4,1.705184,0.326603,1.37858,0,3,0
31,yuc,PNA,CLV,4,1.705184,0.326603,1.37858,0,3,0
31,yuc,MORENA,CLV,4,1.705184,0.326603,1.37858,0,3,0
31,yuc,ES,CLV,4,1.705184,0.326603,1.37858,0,3,0
31,yuc,INE,CNV,5,1.705184,0.326603,1.37858,0,3,0
32,zac,Algorithm,CNV,1,2.735003,0.060836,2.674166,0,0,0
32,zac,PAN,CLV,2,2.735003,0.060836,2.674166,0,0,0
32,zac,PT,CLV,2,2.735003,0.060836,2.674166,0,0,0
32,zac,MC,CLV,2,2.735003,0.060836,2.674166,0,0,0
32,zac,MORENA,CLV,2,2.735003,0.060836,2.674166,0,0,0
32,zac,ES,CLV,2,2.735003,0.060836,2.674166,0,0,0
32,zac,PRI,CLV,2,2.884812,0.088948,2.795865,0,0,0
32,zac,PVEM,CLV,2,2.884812,0.088948,2.795865,0,0,0
32,zac,PNA,CLV,2,2.884812,0.088948,2.795865,0,0,0
32,zac,INE,CNV,3,2.735003,0.060836,2.674166,0,0,0
32,zac,PAN,CNV,4,2.735003,0.060836,2.674166,0,0,0
32,zac,PRI,CNV,4,2.735003,0.060836,2.674166,0,0,0
32,zac,PT,CNV,4,2.735003,0.060836,2.674166,0,0,0
32,zac,PVEM,CNV,4,2.735003,0.060836,2.674166,0,0,0
32,zac,MC,CNV,4,2.735003,0.060836,2.674166,0,0,0
32,zac,PNA,CNV,4,2.735003,0.060836,2.674166,0,0,0
32,zac,MORENA,CNV,4,2.735003,0.060836,2.674166,0,0,0
32,zac,ES,CNV,4,2.735003,0.060836,2.674166,0,0,0
32,zac,INE,CNV,5,2.735003,0.060836,2.674166,0,0,0
